h4, 15.0
h5, 5012.989202677179
h6, 7719.095068962337
h4, 15.0
h5, 3329.545108037241
h6, 5601.073419120924
h4, 15.0
h5, 2356.587228078502
h6, 4024.2605291842397
h4, 15.0
h5, 1688.4063778135676
h6, 2887.466366648653
h4, 15.0
h5, 1213.350232750275
h6, 2072.3043504632524
h4, 15.0
h5, 873.5180812019233
h6, 1488.3149930649636
h4, 15.0
h5, 630.1599262226116
h6, 1070.0062807815877
h4, 15.0
h5, 455.85608450916476
h6, 770.3820012231184
h4, 15.0
h5, 331.0080450026765
h6, 555.7694836862717
h4, 15.0
h5, 241.58306405308443
h6, 402.0486457939508
h4, 15.0
h5, 177.53051875301875
h6, 291.942800285775
h4, 15.0
h5, 131.65151293778385
h6, 213.07712996069867
h4, 15.0
h5, 98.78969264342469
h6, 156.58790451276823
h4, 15.0
h5, 75.25171009489027
h6, 116.12628697656329
h4, 15.0
h5, 58.39212599551252
h6, 87.14478686812288
h4, 15.0
h5, 46.31608781092302
h6, 66.38616673223258
h4, 15.0
h5, 37.666366834436545
h6, 51.51736048230627
h4, 15.0
h5, 31.470818938036107
h6, 40.86725956757958
h4, 15.0
h5, 27.03312507011071
h6, 33.23889669921468
h4, 15.0
h5, 23.854531797211216
h6, 27.774918421696096
h4, 15.0
h5, 21.57779629106295
h6, 23.861226960975895
h4, 15.0
h5, 19.947035725012977
h6, 21.05796163454961
h4, 15.0
h5, 18.77896854434925
h6, 19.050062808284512
h4, 15.0
h5, 17.94231541025457
h6, 17.611862271749324
h4, 15.0
h5, 17.343044684753405
h6, 16.581720336192944
h4, 15.0
h5, 16.91380419331452
h6, 15.84385911278638
h4, 15.0
h5, 16.606351498480116
h6, 15.315350209095367
h4, 15.0
h5, 16.386131921235517
h6, 14.936794388000585
h4, 15.0
h5, 16.22839493269518
h6, 14.665645673789847
h4, 15.0
h5, 16.115412436474422
h6, 14.47142960017219
h4, 15.0
h5, 16.034486303863435
h6, 14.33231817800943
h4, 15.0
h5, 15.976521228223973
h6, 14.23267664260159
h4, 15.0
h5, 15.935002501386503
h6, 14.161306258889923
h4, 15.0
h5, 15.90526382410216
h6, 14.11018569305057
h4, 15.0
h5, 15.883962859598022
h6, 14.073569492943072
h4, 15.0
h5, 15.868705587579207
h6, 14.047342355424174
h4, 15.0
h5, 15.857777239737931
h6, 14.028556606482022
h4, 15.0
h5, 15.849949576549342
h6, 14.015100911476674
h4, 15.0
h5, 15.844342845149143
h6, 14.005462981754816
h4, 15.0
h5, 15.840326903707023
h6, 13.998559608180537
h4, 15.0
h5, 15.837450399641583
h6, 13.993614919011662
h4, 15.0
h5, 15.835390041999979
h6, 13.990073179496378
h4, 15.0
h5, 15.833914266713471
h6, 13.98753633271679
h4, 15.0
h5, 15.832857211058528
h6, 13.985719261880456
h4, 15.0
h5, 15.83210007230721
h6, 13.984417745978583
h4, 15.0
h5, 15.831557755461294
h6, 13.983485507339914
